0;0;430,044;0;0;0,119457;0;0;3,31824e-05;;0;3,6792e+06;3,84364e+08;0;1022;1022,05;0;0;0,00269771;
0;4,11665;1290,15;0;0,00114352;0,238922;0;3,17643e-07;3,31855e-05;;0;7,35807e+06;3,84294e+08;0;1021,91;1022,09;0;-2,58237e-05;0,00269795;
0;16,4674;2580,31;0;0,00343076;0,358392;0;6,35346e-07;3,31886e-05;;0;1,10363e+07;3,84189e+08;0;1021,72;1022,14;0;-5,1653e-05;0,0026982;
0;41,1701;4300,45;0;0,00686185;0,477866;0;9,53081e-07;3,31917e-05;;0;1,47135e+07;3,84049e+08;0;1021,44;1022,18;0;-7,7486e-05;0,00269846;
0;82,3425;6450,48;0;0,0114368;0,59734;0;1,27082e-06;3,31949e-05;;0;1,83893e+07;3,83875e+08;0;1021,07;1022,22;0;-0,000103317;0,00269873;
0;144,102;9030,26;0;0,0171555;0,716812;0;1,58853e-06;3,31981e-05;;0;2,20635e+07;3,83665e+08;0;1020,61;1022,27;0;-0,000129148;0,00269901;
0;230,567;12039,6;0;0,0240178;0,83628;0;1,9062e-06;3,32013e-05;;0;2,57357e+07;3,8342e+08;0;1020,05;1022,31;0;-0,000154976;0,0026993;
0;345,851;15478,4;0;0,0320234;0,955739;0;2,22378e-06;3,32045e-05;;0;2,94055e+07;3,83141e+08;0;1019,4;1022,35;0;-0,000180796;0,00269954;
0;494,07;19346,2;0;0,0411719;1,07519;0;2,54125e-06;3,32078e-05;;0;3,30726e+07;3,82826e+08;0;1018,65;1022,39;0;-0,000206605;0,00269984;
0;679,336;23642,9;0;0,0514629;1,19463;0;2,85859e-06;3,32111e-05;;0;3,67368e+07;3,82477e+08;0;1017,82;1022,43;0;-0,000232406;0,0027001;
0;905,76;28368;0;0,0628956;1,31405;0;3,17576e-06;3,32145e-05;;0;4,03976e+07;3,82093e+08;0;1016,89;1022,47;0;-0,000258192;0,00270036;
0;1177,45;33521,3;0;0,0754695;1,43345;0;3,49274e-06;3,32178e-05;;0;4,40547e+07;3,81674e+08;0;1015,86;1022,51;0;-0,000283964;0,00270064;
0;1498,51;39102,2;0;0,0891836;1,55283;0;3,8095e-06;3,32212e-05;;0;4,77078e+07;3,8122e+08;0;1014,75;1022,55;0;-0,000309721;0,00270092;
0;1873,05;45110,5;0;0,104037;1,67219;0;4,12601e-06;3,32247e-05;;0;5,13565e+07;3,80732e+08;0;1013,54;1022,58;0;-0,000335455;0,00270121;
0;2305,15;51545,5;0;0,120029;1,79153;0;4,44224e-06;3,32281e-05;;0;5,50006e+07;3,80208e+08;0;1012,24;1022,62;0;-0,000361167;0,00270151;
0;2798,92;58406,7;0;0,137159;1,91083;0;4,75816e-06;3,32316e-05;;0;5,86396e+07;3,79651e+08;0;1010,85;1022,66;0;-0,000386849;0,00270176;
0;3358,45;65693,6;0;0,155424;2,0301;0;5,07375e-06;3,32351e-05;;0;6,22734e+07;3,79058e+08;0;1009,36;1022,69;0;-0,000412509;0,00270208;
0;3987,82;73405,6;0;0,174825;2,14934;0;5,38898e-06;3,32386e-05;;0;6,59014e+07;3,78431e+08;0;1007,79;1022,73;0;-0,000438139;0,00270235;
0;4691,11;81542,1;0;0,195358;2,26855;0;5,70382e-06;3,32422e-05;;0;6,95234e+07;3,7777e+08;0;1006,12;1022,76;0;-0,000463739;0,00270268;
0;5472,39;90102,2;0;0,217024;2,38771;0;6,01824e-06;3,32458e-05;;0;7,31391e+07;3,77074e+08;0;1004,36;1022,79;0;-0,000489309;0,00270297;
